Date,TN
2010-05-15,0.97
2010-06-15,0.98
2010-07-15,0.83
2010-08-15,0.84
2010-09-15,0.795
2010-10-15,1.0
2011-01-15,0.964
2011-05-15,0.875
2011-06-15,1.045
2011-07-15,0.995
2011-08-15,1.125
2011-09-15,1.035
2011-10-15,0.955
2012-05-15,0.92
2012-06-15,0.98
2012-07-15,0.98
2012-08-15,0.97
2012-09-15,0.98
2012-10-15,0.98
2014-05-15,0.84
2014-06-15,0.94
2014-07-15,0.94
2014-08-15,0.919
2014-09-15,0.929
2014-10-15,0.89
2015-05-15,0.83
2015-06-15,0.802
2015-07-15,0.827
2015-08-15,0.846
2015-09-15,0.79
2015-10-15,0.828
2016-05-15,0.9
2016-06-15,0.75
2016-07-15,0.84
2016-08-15,0.78
2016-09-15,0.79
2016-10-15,0.78
2017-05-15,0.8
2017-06-15,0.63
2017-07-15,0.79
2017-08-15,0.75
2017-09-15,0.69
2018-05-15,0.65
2018-06-15,0.71
2018-07-15,0.76
2018-08-15,0.58
2018-09-15,0.54
2018-10-15,0.61
2018-11-15,0.52
2019-05-15,0.67
2019-06-15,0.68
2019-07-15,0.81
2019-08-15,0.77
2019-09-15,0.73
2019-10-15,0.67
2019-11-15,0.72
2019-12-15,0.73
2020-01-15,0.72
2020-02-15,0.72
2020-03-15,0.72
2020-04-15,0.72
2020-05-15,0.61
2020-06-15,0.61
2020-07-15,0.6
2020-08-15,0.6
2020-09-15,0.65
2020-10-15,0.65
2020-11-15,0.78
2020-12-15,0.78
2021-04-15,0.65
2021-05-15,0.815
2021-06-15,0.6
2021-07-15,0.59
2021-08-15,0.545
2021-09-15,0.475
2021-10-15,0.505
2021-11-15,0.43
2021-12-15,0.38
2022-01-15,0.515
2022-02-15,0.515
2022-03-15,0.57
2022-04-15,0.57
2022-05-15,0.59
2022-06-15,0.62
2022-07-15,0.615
2022-08-15,0.57
2022-09-15,0.72
